Date;RECORD;CR6_Alim_Avg;CR6_Temp_Avg;AirTemp_Avg;RH_Avg;Press_Avg;WSpd_Avg;WDir_Avg;WDir_Std;WSpd_Max;Rain_Tot;Ray_Global_CMP3_Avg;Ray_Global_CMP3_Energy_Tot;Ray_Global_RSR2_Avg;Ray_Direct_RSR2_Avg;Ray_Direct_H_RSR2_Avg;Ray_Diffus_RSR2_Avg;Ray_Global_RSR2_Energy_Tot;Ray_Direct_RSR2_Energy_Tot;Ray_Diffus_RSR2_Energy_Tot;Ray_Global_RSR2_Raw_Avg;Ray_Direct_RSR2_Raw_Avg;Ray_Diffus_RSR2_Raw_Avg;ZenDeg_Avg;WM_Spd_WV_Avg;WM_Dir_Avg;WM_Dir_Std;WM_Spd_Avg;WM_Spd_Std;WM_Spd_Max;WM_AV_Spd_Avg;WM_AV_Spd_Std;WM_AV_Spd_Max;WM_vit_Son_Avg;WM_Temp_Avg;Humidex;Rain2_Tot
2023-01-01 00:00:00;5990;13.67;17.34;13.34;80.5;1024;2.984;349.2;44.96;8.84;0;0;0;6.244;0;0;6.244;0.006;0;0.006;6.121;0;6.121;157.5;4.002;324.2;31.85;4.002;1.674;8.56;-0.3;0.783;2.58;341.6;16.59;14.29;0
2023-01-01 01:00:00;5991;13.67;17.27;12.74;82.3;1024;2.426;332.1;52.09;8.09;0;0;0;6.307;0;0;6.307;0.006;0;0.006;6.18;0;6.18;155.4;3.309;312.1;36.07;3.3;1.563;7.91;-0.174;0.514;1.42;341.4;16.13;14.18;0
2023-01-01 02:00:00;5992;13.67;17.1;13.11;79.26;1024;3.54;330.7;52.28;11.11;0;0;0;6.34;0;0;6.34;0.006;0;0.006;6.215;0;6.215;148.4;4.373;308.7;39.88;4.373;2.055;11.46;-0.229;0.69;2;341.5;16.38;14.15;0
2023-01-01 03:00:00;5993;13.67;16.96;12.39;81.9;1025;1.596;21.71;93.6;7.78;0;0;0;6.341;0;0;6.341;0.006;0;0.006;6.212;0;6.212;139.1;2.211;341.7;94.2;2.205;1.562;8.41;-0.05;0.476;1.75;341.1;15.73;12.31;0
2023-01-01 04:00:00;5994;13.67;16.64;10.9;87.8;1026;0.941;100.4;62.72;4.44;0;0;0;6.31;0;0;6.31;0.006;0;0.006;6.174;0;6.174;128.8;1.287;103.4;76.17;1.287;0.856;5.68;-0.047;0.268;0.73;340.5;14.77;11.05;0
2023-01-01 05:00:00;5995;13.69;16.18;10.55;89.4;1026;0.967;13.53;82;3.17;0;0;0;6.248;0;0;6.248;0.006;0;0.006;6.112;0;6.112;118.2;1.144;332.2;78.4;1.141;0.614;3.47;-0.063;0.273;0.99;340.4;14.59;11.08;0
2023-01-01 06:00:00;5996;13.73;15.72;10.21;90.3;1026;1.141;102.3;77.9;3.63;0;0;0;6.34;0;0;6.34;0.006;0;0.006;6.2;0;6.2;107.8;1.619;116.7;84.2;1.619;0.884;4.97;-0.065;0.317;1.02;340.2;14.22;10.71;0
2023-01-01 07:00:00;5997;13.74;15.37;10.01;90.5;1026;0.999;127.9;76.4;3.61;0;0;0;6.379;0;0;6.379;0.006;0;0.006;6.237;0;6.237;97.9;1.476;148.8;83.2;1.476;0.758;4.38;-0.068;0.263;0.94;340.1;14.05;10.34;0
2023-01-01 08:00:00;5998;13.74;15.09;9.37;92.3;1026;0.792;118.2;75.68;2.03;0;12.47;0.01246511;16.64;2.086;0.145;16.5;0.017;0.002;0.016;18.2;12.81;17.79;88.5;1.057;141;77.33;1.057;0.491;2.76;-0.061;0.206;0.73;339.6;13.2;9.66;0
2023-01-01 09:00:00;5999;13.74;14.93;10.53;87.7;1026;1.097;35.27;87.9;3.57;0;133.8;0.1337756;123.7;332.1;61.15;62.51;0.124;0.332;0.063;121.2;357.5;55.6;80.7;1.396;354;80.5;1.392;0.869;4.57;-0.117;0.299;1.37;339;12.14;12.96;0
2023-01-01 10:00:00;6000;13.72;15.54;13.16;77.37;1025;1.269;336.5;66.82;3.17;0;208.7;0.2087189;215;528;139.9;75.09;0.215;0.528;0.075;208.8;548.4;63.44;74.41;1.673;320.9;49.1;1.673;0.733;3.66;-0.088;0.335;0.88;339.9;13.67;14.9;0
2023-01-01 11:00:00;6001;13.67;17.05;14.74;71.52;1025;1.701;342.6;50.91;5.1;0;276.9;0.2768501;272.1;422.1;144.6;127.4;0.272;0.422;0.127;266.2;444.5;113.9;70.12;2.072;320.7;38.49;2.072;0.901;4.88;-0.095;0.426;1.53;341;15.54;17.08;0
2023-01-01 12:00:00;6002;13.64;19.08;15.84;66.27;1024;2.221;344.6;39.97;7.3;0;275.2;0.2752371;267.8;386.5;142.6;125.2;0.268;0.386;0.125;262.7;408.7;111.9;68.31;2.959;319.5;32.34;2.959;1.379;9.32;-0.158;0.562;1.79;341.8;16.91;17.66;0
2023-01-01 13:00:00;6003;13.62;20.81;16.77;63.83;1024;2.19;345;51.14;6.59;0;284;0.2839649;266.7;290.2;104.8;161.9;0.267;0.29;0.162;261.6;311.4;149.2;69.2;2.769;320.4;45.13;2.769;1.337;7.58;-0.244;0.573;1.4;342.4;17.85;17.41;0
2023-01-01 14:00:00;6004;13.6;22.14;16.79;63.44;1023;1.642;346.6;69.7;4.92;0;170.3;0.1703437;163.3;139.2;42.86;120.5;0.163;0.139;0.12;159.5;154.7;111.8;72.67;2.24;324.6;60.57;2.24;1.183;5.24;-0.138;0.493;1.28;342.8;18.64;18.05;0
2023-01-01 15:00:00;6005;13.58;22.49;18.02;50.33;1023;0.93;40.58;93.4;4.15;0;68.01;0.0680112;63.33;0.358;0.071;63.26;0.063;0;0.063;62.07;2.82;61.52;78.35;1.364;322.7;101.1;1.364;0.792;5.03;-0.061;0.35;1.59;344;20.63;18.42;0
2023-01-01 16:00:00;6006;13.58;22.07;17.23;53.26;1023;1.664;346.9;71.51;5.5;0;16.75;0.01675337;21.83;2.797;0.242;21.59;0.022;0.003;0.022;22.63;13.93;22.06;85.7;2.155;313.7;71.73;2.155;1.26;7.43;-0.135;0.47;1.2;343.4;19.65;16.08;0
2023-01-01 17:00:00;6007;13.62;21.12;14.38;74.1;1024;1.892;342.2;56.19;6.97;0;0.018;1.842476e-05;6.446;0;0;6.446;0.006;0;0.006;6.828;0.029;6.828;94.6;2.357;323.2;46.63;2.357;1.139;6.18;-0.168;0.548;1.68;342.2;17.53;14.9;0
2023-01-01 18:00:00;6008;13.63;20.1;14.15;71.77;1024;1.04;73.22;89.3;4.37;0;0.004;3.769533e-06;6.449;0;0;6.449;0.006;0;0.006;6.327;0;6.327;104.3;1.584;339.1;95;1.584;0.882;5.21;-0.059;0.33;1.32;342.3;17.76;15.67;0
2023-01-01 19:00:00;6009;13.64;19.51;17.39;41.84;1023;1.677;134.8;51.34;7.89;0;0;0;6.369;0;0;6.369;0.006;0;0.006;6.265;0;6.265;114.6;2.566;139.4;47.69;2.566;1.779;10.7;0.019;0.435;1.77;343.8;20.29;17.1;0
2023-01-01 20:00:00;6010;13.63;19.9;19.2;31.26;1023;2.687;169.5;53.23;11.42;0;0;0;6.253;0;0;6.253;0.006;0;0.006;6.16;0;6.16;125.1;4.225;168.2;43.85;4.225;2.292;13.41;-0.035;0.689;2.12;344.4;21.28;17.69;0
2023-01-01 21:00:00;6011;13.62;20.74;19.47;29.77;1023;3.314;172.6;47.27;10.59;0;0;0;6.461;0;0;6.461;0.006;0;0.006;6.366;0;6.366;135.5;5.559;171.1;27.5;5.559;2.41;12.06;-0.006;0.705;3.14;344.4;21.39;17.72;0
2023-01-01 22:00:00;6012;13.62;21.31;19.54;30.4;1023;4.054;169.6;41.61;11.84;0;0;0;6.433;0;0;6.433;0.006;0;0.006;6.339;0;6.339;145.3;6.179;171.6;20.83;6.179;2.335;12.29;0.023;0.752;2.67;344.4;21.39;17.74;0
2023-01-01 23:00:00;6013;13.62;21.64;19.11;30.44;1023;3.103;172.8;54.91;9.5;0;0;0;6.418;0;0;6.418;0.006;0;0.006;6.321;0;6.321;153.4;4.671;172.8;27.09;4.671;2.067;12.07;-0.001;0.707;2.12;344.2;21.05;16.74;0
2023-01-02 00:00:00;6014;13.62;21.59;18.9;27.44;1023;3.307;186.3;55.29;9.32;0;0;0;6.304;0;0;6.304;0.006;0;0.006;6.208;0;6.208;157.4;5.411;181.4;26.94;5.411;2.689;13.4;-0.09;0.759;2.44;344.2;20.89;16.44;0
2023-01-02 01:00:00;6015;13.6;21.51;18.66;27.3;1023;3.212;175.7;52.26;10.04;0;0;0;6.438;0;0;6.438;0.006;0;0.006;6.339;0;6.339;155.4;5.097;173.9;27.97;5.097;2.246;12.94;-0.013;0.749;1.94;344;20.67;16.34;0
2023-01-02 02:00:00;6016;13.61;21.37;18.35;28.59;1022;2.891;168;59.01;10.79;0;0;0;6.415;0;0;6.415;0.006;0;0.006;6.315;0;6.315;148.4;4.784;171;36.48;4.784;2.405;12.65;-0.066;0.731;2.24;343.9;20.48;16.08;0
2023-01-02 03:00:00;6017;13.62;21.2;18.34;28.42;1022;3.437;169.4;50.56;10.01;0;0;0;6.466;0;0;6.466;0.006;0;0.006;6.365;0;6.365;139.1;5.389;174;25.63;5.389;2.613;13.76;0.023;0.703;2.65;343.9;20.45;16.21;0
2023-01-02 04:00:00;6018;13.62;21.14;18.07;29.97;1022;3.147;152.7;40.26;11.24;0;0;0;6.427;0;0;6.427;0.006;0;0.006;6.325;0;6.325;128.8;4.928;159.3;22.35;4.928;1.825;10.12;0.1;0.559;2.01;343.8;20.25;15.96;0
2023-01-02 05:00:00;6019;13.62;21;18.13;31.13;1022;2.11;128.3;43.46;7.51;0;0;0;6.319;0;0;6.319;0.006;0;0.006;6.219;0;6.219;118.2;3.393;131.7;35.91;3.393;1.741;9.16;0.044;0.567;1.79;343.8;20.32;16.3;0
2023-01-02 06:00:00;6020;13.62;20.93;18.26;32.65;1022;1.896;135.1;57.46;9.47;0;0;0;6.406;0;0;6.406;0.006;0;0.006;6.306;0;6.306;107.9;2.965;140;53.3;2.966;1.676;9.21;0.005;0.556;2.36;343.9;20.51;16.7;0
2023-01-02 07:00:00;6021;13.62;20.95;18.27;33.58;1022;2.259;150;48.26;9.02;0;0;0;6.491;0;0;6.491;0.006;0;0.006;6.389;0;6.389;97.9;3.406;156.4;32.5;3.406;1.68;9.4;0.116;0.479;1.55;343.9;20.48;16.78;0
2023-01-02 08:00:00;6022;13.62;21.06;18.58;33.86;1023;1.873;141.5;48.33;6.03;0;9.02;0.009015816;14.97;2.273;0.157;14.81;0.015;0.002;0.015;16.31;13.94;15.88;88.5;2.801;138.3;46.36;2.801;1.675;8.57;0.032;0.496;1.27;344.1;20.73;17.31;0
2023-01-02 09:00:00;6023;13.61;21.22;16.83;44.63;1023;1.841;56.44;84.5;7.24;0;58.2;0.05820127;53.34;7.321;1.313;52.02;0.053;0.007;0.052;52.4;11.42;50.4;80.7;2.492;35.07;91.4;2.492;1.565;7.75;-0.13;0.539;1.76;342.8;18.57;12.63;0
2023-01-02 10:00:00;6024;13.62;20.85;12.93;64.49;1023;2.786;343.4;44.3;8.6;0;97.4;0.09742622;86.7;0.79;0.206;86.5;0.087;0.001;0.086;84.1;3.106;83.3;74.37;3.493;321.8;35.7;3.493;1.503;9.14;-0.136;0.677;2.2;340.9;15.3;12.97;0
2023-01-02 11:00:00;6025;13.63;20.18;13.58;63.92;1024;2.842;343.6;44.93;8.42;0;160.8;0.16082;139.7;0.466;0.163;139.5;0.14;0;0.14;136.4;2.766;135.4;70.06;4.014;312.9;27.66;4.014;1.693;8.25;-0.173;0.684;2.37;341.1;15.63;14.07;0
2023-01-02 12:00:00;6026;13.63;19.91;13.87;63.25;1024;3.437;342.9;38.44;9.34;0;100.4;0.1004213;90.2;0.041;0.015;90.2;0.09;0;0.09;88.2;1.322;87.8;68.23;5.177;311.3;20.6;5.177;1.966;9.93;-0.258;0.78;2.08;341.4;16.13;14.07;0
2023-01-02 13:00:00;6027;13.63;19.6;14.08;62.92;1023;3.957;337.8;36.84;10.13;0;88.1;0.08807937;77.76;0.142;0.051;77.71;0.078;0;0.078;76;1.722;75.38;69.1;6.23;306.2;16.09;6.23;1.81;11.61;-0.249;0.677;1.53;341.5;16.43;14.15;0
2023-01-02 14:00:00;6028;13.64;19.35;14.17;63.29;1024;4.228;342.4;33.05;12.06;0;63.76;0.06375893;58.54;0.462;0.133;58.4;0.059;0;0.058;56.99;1.811;56.45;72.55;6.249;309.5;16.39;6.249;2.11;12.07;-0.224;0.785;2.58;341.7;16.65;14.24;0
2023-01-02 15:00:00;6029;13.63;19.24;14.5;60.82;1024;2.945;350.4;40.13;10.48;0;23.99;0.02399419;26.82;1.336;0.267;26.55;0.027;0.001;0.027;26.2;2.752;25.66;78.23;4.011;320.1;27.7;4.011;1.717;10.37;-0.188;0.774;2.38;341.9;17.03;14.41;0
2023-01-02 16:00:00;6030;13.64;19.27;14.33;60.48;1025;1.365;7.617;55.83;5.4;0;7.538;0.007538426;12.74;3.924;0.316;12.42;0.013;0.004;0.012;13.23;11.06;12.67;85.6;1.921;346.2;39.87;1.921;1.12;6.02;-0.104;0.404;1.01;341.8;16.94;14.19;0
2023-01-02 17:00:00;6031;13.63;19.17;14;64.19;1025;1.989;339.2;40.34;5.52;0;0;0;6.024;0;0;6.024;0.006;0;0.006;6.429;2.915;6.406;94.4;3.378;305.1;15.26;3.378;1.277;7.06;-0.131;0.427;1.38;341.7;16.74;14.08;0
2023-01-02 18:00:00;6032;13.64;18.92;13.64;67.59;1026;1.507;327.2;46.33;5.02;0;0;0;6.384;0;0;6.384;0.006;0;0.006;6.26;0;6.26;104.2;2.076;304.5;39.43;2.076;1.07;5.51;0.012;0.317;1.11;341.5;16.39;13.57;0
2023-01-02 19:00:00;6033;13.63;18.67;13.03;72.79;1026;1.037;2.605;70.63;5.41;0;0;0;6.273;0;0;6.273;0.006;0;0.006;6.148;0;6.148;114.5;1.557;335.6;57.66;1.553;1.057;5.07;-0.083;0.308;0.87;341.3;15.99;13.28;0
2023-01-02 20:00:00;6034;13.63;18.34;11.61;88.2;1027;1.552;352.3;43.06;4.67;0.2;0;0;6.398;0;0;6.398;0.006;0;0.006;6.264;0;6.264;125;2.145;327.8;30.13;2.145;1.133;5.27;-0.117;0.343;0.95;340.6;14.85;12.57;0.5
2023-01-02 21:00:00;6035;13.65;17.97;11.19;91.8;1027;0.702;114.6;60.22;2.36;0.2;0;0;6.342;0;0;6.342;0.006;0;0.006;6.207;0;6.207;135.4;0.931;105.3;65.92;0.926;0.492;2.31;-0.017;0.166;0.66;340.1;14.05;12.26;0.5
2023-01-02 22:00:00;6036;13.66;17.65;10.89;93.6;1027;0.566;126.7;65.23;1.75;0;0;0;6.369;0;0;6.369;0.006;0;0.006;6.232;0;6.232;145.2;0.818;129.3;61.74;0.813;0.401;1.85;-0.022;0.143;0.47;339.9;13.74;11.97;0
2023-01-02 23:00:00;6037;13.67;17.29;10.68;93.6;1028;0.628;357.7;75.28;2.57;0.2;0;0;6.339;0;0;6.339;0.006;0;0.006;6.201;0;6.201;153.2;0.894;313.7;65.82;0.889;0.526;2.6;-0.048;0.155;0.76;339.8;13.51;11.82;0.3
2023-01-03 00:00:00;6038;13.67;17.02;10.54;95.6;1028;0.697;339.3;89.9;2.24;0.2;0;0;6.253;0;0;6.253;0.006;0;0.006;6.116;0;6.116;157.3;0.817;351.1;88.6;0.808;0.468;2.33;-0.007;0.142;0.52;339.3;12.72;11.59;0.6
2023-01-03 01:00:00;6039;13.67;16.8;10.31;97.7;1028;0.596;334.1;71.69;1.92;0.6;0;0;6.333;0;0;6.333;0.006;0;0.006;6.194;0;6.194;155.3;0.706;319;51.94;0.702;0.424;1.98;-0.059;0.141;0.33;339.1;12.35;11.57;0.6
2023-01-03 02:00:00;6040;13.67;16.58;10.2;98.3;1028;0.998;284.1;55.93;2.03;0;0;0;6.345;0;0;6.345;0.006;0;0.006;6.205;0;6.205;148.4;1.083;288.4;35.4;1.077;0.512;2.4;-0.031;0.162;0.59;339.1;12.26;11.2;0.1
2023-01-03 03:00:00;6041;13.67;16.29;9.88;97;1028;0.964;333;57.33;2.44;0.2;0;0;6.303;0;0;6.303;0.006;0;0.006;6.162;0;6.162;139.1;1.115;315.7;39.77;1.101;0.548;2.46;-0.067;0.211;0.57;338.9;11.98;10.6;0.6
2023-01-03 04:00:00;6042;13.69;16.02;9.63;95.3;1028;1.127;334.9;58.44;3.32;0;0;0;6.336;0;0;6.336;0.006;0;0.006;6.193;0;6.193;128.8;1.213;320.9;40.38;1.213;0.632;3.07;-0.03;0.219;1;338.8;11.79;10.36;0
2023-01-03 05:00:00;6043;13.7;15.79;9.44;95.6;1028;0.655;352.9;55.57;2.57;0.2;0;0;6.235;0;0;6.235;0.006;0;0.006;6.093;0;6.093;118.3;0.759;335.9;43.05;0.751;0.452;2.17;-0.075;0.154;0.42;338.5;11.39;10.06;0.6
2023-01-03 06:00:00;6044;13.73;15.64;9.33;96.5;1028;0.643;342.2;61.07;1.58;0.2;0;0;6.314;0;0;6.314;0.006;0;0.006;6.17;0;6.17;107.9;0.578;324.7;52.98;0.577;0.293;1.42;-0.031;0.128;0.44;338.3;11.02;10.03;0.3
2023-01-03 07:00:00;6045;13.73;15.54;9.48;95.8;1029;0.671;10.97;85.7;3.63;0;0;0;6.277;0;0;6.277;0.006;0;0.006;6.135;0;6.135;97.9;0.896;336;86.8;0.891;0.52;2.8;-0.008;0.218;1.02;338.7;11.62;10.26;0
2023-01-03 08:00:00;6046;13.74;15.5;9.5;95.7;1029;1.137;342.2;71.01;3.75;0;1.495;0.001495017;6.435;2.64;0.175;6.26;0.006;0.003;0.006;7.363;11.99;7.004;88.5;1.487;320.3;65.83;1.483;0.828;4.5;-0.041;0.276;0.7;339.1;12.31;10.33;0
2023-01-03 09:00:00;6047;13.74;15.47;9.53;95.9;1029;1.103;328.9;56.74;2.82;0;8.05;0.008052773;12.16;2.957;0.436;11.72;0.012;0.003;0.012;11.86;3.929;11.27;80.7;1.341;307.7;31.75;1.341;0.544;2.83;-0.092;0.254;0.71;339.3;12.69;10.31;0
2023-01-03 10:00:00;6048;13.74;15.49;9.83;92.7;1030;1.94;342.1;39.39;5.6;0;41.72;0.04172189;37.3;1.35;0.352;36.95;0.037;0.001;0.037;36.13;2.6;35.43;74.33;2.912;308.2;18.78;2.912;1.031;5.4;-0.122;0.35;0.8;339.5;13.02;10.81;0
2023-01-03 11:00:00;6049;13.73;15.73;10.32;89.9;1030;1.862;345.2;39.11;4.94;0;75.92;0.07591677;63.2;0.365;0.125;63.08;0.063;0;0.063;61.5;1.623;60.95;69.99;2.756;312.8;20.3;2.756;1.02;5.48;-0.169;0.473;1.44;339.6;13.2;11.13;0
2023-01-03 12:00:00;6050;13.7;16.1;10.62;88.7;1030;1.711;348.8;42.44;4.57;0;113.2;0.1132185;91.8;0.192;0.071;91.7;0.092;0;0.092;89.6;1.877;88.9;68.14;2.33;310.7;21.9;2.33;0.84;4.44;-0.151;0.396;1.5;339.7;13.3;11.78;0
2023-01-03 13:00:00;6051;13.68;16.55;11.38;83.8;1030;2.161;348.9;42.11;4.91;0;179.1;0.1791157;150.8;71.51;24.49;126.3;0.151;0.072;0.126;147.1;77.08;120.7;68.99;2.848;315.4;23.53;2.848;1.048;5.88;-0.186;0.482;1.43;339.9;13.63;13.07;0
2023-01-03 14:00:00;6052;13.67;17.38;12.05;79.54;1029;1.877;325.4;50.05;5.09;0;156;0.1560455;135;16.11;5.379;129.6;0.135;0.016;0.13;131.4;20.5;124.6;72.43;2.962;298;21.33;2.962;1.155;6.38;-0.081;0.35;0.92;340.1;14.09;12.4;0
2023-01-03 15:00:00;6053;13.66;17.77;11.6;81;1029;2.26;350.2;45.17;6.66;0;81.7;0.08173554;70.09;0.451;0.103;69.99;0.07;0;0.07;68.39;3.123;67.76;78.09;2.838;318.3;31.49;2.838;1.356;6.58;-0.167;0.59;1.99;340.3;14.34;11.96;0
2023-01-03 16:00:00;6054;13.67;17.63;11.25;81.6;1030;2.275;10.08;37.54;6.79;0;27.25;0.02724532;27.8;2.773;0.223;27.58;0.028;0.003;0.028;27.82;10.33;27.3;85.4;3.304;350;22.47;3.304;1.146;6.82;-0.268;0.512;1.78;340.3;14.29;11.57;0
2023-01-03 17:00:00;6055;13.66;17.41;11;82.2;1030;1.732;7.736;44.43;4.86;0;0.215;0.0002152644;6.055;0;0;6.055;0.006;0;0.006;6.598;2.187;6.578;94.3;2.384;337.9;28.37;2.384;0.995;5.53;-0.161;0.458;1.26;340.2;14.24;11.35;0
2023-01-03 18:00:00;6056;13.67;17.15;10.91;84.2;1031;0.93;14.65;57.71;4.02;0;0;0;6.381;0;0;6.381;0.006;0;0.006;6.244;0;6.244;104.1;1.079;8.79;58.57;1.076;0.823;4.35;-0.038;0.333;1.09;340.2;14.24;11.42;0
2023-01-03 19:00:00;6057;13.67;16.91;10.35;90.5;1031;0.555;59.11;68.42;1.52;0;0;0;6.354;0;0;6.354;0.006;0;0.006;6.214;0;6.214;114.3;0.782;66.24;43.38;0.78;0.397;1.75;-0.018;0.128;0.47;339.9;13.62;10.78;0
2023-01-03 20:00:00;6058;13.67;16.65;10.05;92.5;1031;0.388;80.7;52.58;1.24;0;0;0;6.308;0;0;6.308;0.006;0;0.006;6.168;0;6.168;124.8;0.552;74.29;31.63;0.55;0.228;1.23;-0.005;0.107;0.43;339.8;13.47;10.92;0
2023-01-03 21:00:00;6059;13.68;16.37;10.11;92.2;1031;0.82;354.7;94.6;3.63;0;0;0;6.26;0;0;6.26;0.006;0;0.006;6.121;0;6.121;135.3;0.958;252.8;84.7;0.958;0.581;3.47;-0.03;0.211;0.56;339.8;13.44;10.76;0
2023-01-03 22:00:00;6060;13.69;16.11;10.02;91.7;1031;0.785;346.8;52.74;2.62;0;0;0;6.289;0;0;6.289;0.006;0;0.006;6.149;0;6.149;145.1;1.025;314.5;33.43;1.022;0.516;2.8;-0.044;0.177;0.54;339.7;13.4;10.79;0
2023-01-03 23:00:00;6061;13.71;15.98;10.1;90.8;1031;0.418;26.47;87.7;1.67;0;0;0;6.333;0;0;6.333;0.006;0;0.006;6.192;0;6.192;153.1;0.471;359.9;89.5;0.459;0.277;1.29;-0.025;0.104;0.33;339.8;13.49;10.85;0
2023-01-04 00:00:00;6062;13.69;15.91;10.08;91.9;1032;0.413;79.08;86;1.61;0;0;0;6.33;0;0;6.33;0.006;0;0.006;6.19;0;6.19;157.2;0.565;130.2;83.9;0.558;0.415;1.95;-0.008;0.116;0.37;339.8;13.54;10.83;0
2023-01-04 01:00:00;6063;13.73;15.81;10.18;92.2;1031;0.599;89.2;88.9;1.59;0;0;0;6.292;0;0;6.292;0.006;0;0.006;6.153;0;6.153;155.3;0.919;144;86.4;0.914;0.4;2.18;-0.017;0.174;0.54;339.8;13.52;10.85;0
2023-01-04 02:00:00;6064;13.73;15.74;9.93;91.3;1031;0.83;337.8;50.12;2.9;0;0;0;6.241;0;0;6.241;0.006;0;0.006;6.102;0;6.102;148.4;0.987;309;33.78;0.987;0.53;2.57;-0.035;0.235;0.85;339.7;13.3;10.46;0
2023-01-04 03:00:00;6065;13.71;15.67;9.9;89.7;1032;0.377;76.23;84.7;1.1;0;0;0;6.317;0;0;6.317;0.006;0;0.006;6.176;0;6.176;139.1;0.521;123.7;84.1;0.52;0.229;1.41;-0.021;0.09;0.27;339.7;13.35;10.51;0
2023-01-04 04:00:00;6066;13.73;15.58;9.92;92.7;1032;0.933;141;55.91;2.67;0;0;0;6.311;0;0;6.311;0.006;0;0.006;6.17;0;6.17;128.8;1.724;146.8;26.94;1.719;0.867;3.5;0.071;0.236;1.15;339.7;13.34;10.52;0
2023-01-04 05:00:00;6067;13.74;15.3;9.57;94;1031;1.493;148.4;45.29;4.83;0;0;0;6.301;0;0;6.301;0.006;0;0.006;6.159;0;6.159;118.3;2.939;159.7;14.86;2.939;0.858;5.05;0.097;0.316;1.51;339.5;13.02;10.11;0
2023-01-04 06:00:00;6068;13.74;14.92;9.65;91.9;1031;1.283;145.7;40.91;4.14;0;0;0;6.273;0;0;6.273;0.006;0;0.006;6.131;0;6.131;107.9;2.524;156.9;14.89;2.524;0.757;4.75;0.084;0.318;1.02;339.5;13.05;10.3;0
2023-01-04 07:00:00;6069;13.74;14.83;9.68;90.9;1032;1.191;155.6;51.42;3.73;0;0;0;6.222;0;0;6.222;0.006;0;0.006;6.082;0;6.082;97.9;2.084;163.3;17.76;2.084;0.787;4.37;0.069;0.322;1.66;339.5;12.96;9.98;0
2023-01-04 08:00:00;6070;13.74;14.9;9.23;91;1032;1.007;114;73.29;3.74;0;6.922;0.006922438;10.84;2.333;0.172;10.67;0.011;0.002;0.011;12.17;14.7;11.76;88.5;1.701;133.2;63.97;1.696;1.047;5.13;0.027;0.252;0.79;339.2;12.54;9.13;0
2023-01-04 09:00:00;6071;13.74;14.83;9.29;89.7;1032;1.024;148.6;54.71;3.1;0;73.94;0.07393815;66.56;14.87;3.003;63.55;0.067;0.015;0.064;65;19.48;61.16;80.7;1.887;159.2;26.01;1.888;0.764;4.37;0.044;0.327;1.07;339;12.2;10.31;0
2023-01-04 10:00:00;6072;13.74;14.99;10.88;82.1;1033;1.231;150.8;75.65;3.73;0;209.1;0.2091208;209.2;431.8;123.4;85.7;0.209;0.432;0.086;203;447.3;75.21;74.28;2.522;165.8;21.3;2.522;0.819;4.6;0.006;0.365;1.24;338.7;11.58;12.3;0
2023-01-04 11:00:00;6073;13.7;16.37;12.92;72.09;1033;1.183;143.8;51.94;3.85;0;337.9;0.3379317;335.8;704.5;241.9;93.9;0.336;0.704;0.094;328.1;728.8;77.83;69.92;2.264;152.5;20.95;2.264;0.776;4.33;0.056;0.33;0.91;338.8;11.82;14.26;0
2023-01-04 12:00:00;6074;13.64;19.2;14.03;64.5;1032;0.995;148.8;76.56;3.2;0;369.9;0.3698721;357.8;596.3;223;134.8;0.358;0.596;0.135;350.7;621.9;118.1;68.05;1.837;157.2;31.22;1.832;0.798;4.43;-0.011;0.334;1.05;339.3;12.72;14.61;0
2023-01-04 13:00:00;6075;13.59;22.08;14.35;59.09;1032;0.894;144.9;67.44;2.81;0;298.8;0.2988089;280.1;233.6;85.2;194.9;0.28;0.234;0.195;274.3;256.6;180.8;68.87;1.716;157.2;23.11;1.716;0.654;3.61;0.036;0.306;0.85;339.9;13.68;13.66;0
2023-01-04 14:00:00;6076;13.58;23.1;13.59;62.97;1031;1.002;172.1;70.87;2.88;0;204.1;0.2041183;189.4;98.9;29.67;159.8;0.189;0.099;0.16;184.5;115.7;149.7;72.29;1.824;169.5;39.15;1.824;0.911;4.05;-0.009;0.306;1.16;340.4;14.44;14.06;0
2023-01-04 15:00:00;6077;13.57;22.9;13.85;61.3;1031;0.452;243.8;77.57;1.44;0;124.8;0.1247594;121;57.4;13.74;107.2;0.121;0.057;0.107;117.9;68.71;101.6;77.95;0.734;172.7;68.48;0.732;0.402;2.18;-0.015;0.213;0.56;340.5;14.76;12.95;0
2023-01-04 16:00:00;6078;13.59;22.26;12.38;69.7;1031;0.503;122.7;45.14;1.81;0;28.31;0.02830609;32.85;2.318;0.203;32.64;0.033;0.002;0.033;33.11;9.74;32.57;85.3;1.128;145.1;31.31;1.128;0.462;2.91;0.02;0.206;0.73;340.7;15.08;11.78;0
2023-01-04 17:00:00;6079;13.62;20.6;10.66;78;1031;0.436;116.7;54.83;1.35;0;0.044;4.436647e-05;6.543;0;0;6.543;0.007;0;0.007;7.334;4.658;7.289;94.1;0.954;72.39;16.91;0.954;0.416;2.23;0.001;0.132;0.42;340.2;14.16;10.16;0
